borrower_id,borrower_name,department,book_id,title,author,category,subcategory,publication_year,borrow_date,return_date
5018,Oka Santoso,IT,1232,Understanding Love,Kiki Sukma,Fiksi,Cerita Pendek,1999,2025-07-05,2025-08-03
5018,Oka Santoso,IT,1046,The Future of VR,Fajar Prasetyo,Sains,Biologi,2017,2024-02-24,2024-03-24
5018,Oka Santoso,IT,1128,The World of Ecology,Citra Kurniawan,Sains,Fisika,2002,2024-01-14,2024-01-23
5019,Dewi Sukma,Operations,1268,Understanding Power,Lina Santoso,Sains,Fisika,2016,2025-09-03,2025-09-22
5020,Rina Gunawan,IT,1281,The Science of Relativity,Indah Prasetyo,Fiksi,Drama,1997,2024-08-18,2024-09-12
5020,Rina Gunawan,IT,1194,Exploring Society,Lina Ramadhan,Historis,Biografi,2013,2025-07-16,2025-07-27
5020,Rina Gunawan,IT,1022,Exploring Technology,Umar Putra,Teknologi,Pemrograman,2012,2024-02-23,2024-03-05
5020,Rina Gunawan,IT,1087,A Journey through the World,Eka Halim,Historis,Sejarah Dunia,2018,2024-03-11,2024-04-09
5021,Budi Putra,Sales,1228,The History of Discovery,Lina Kusuma,Teknologi,AI,2001,2024-01-08,2024-01-19
5021,Budi Putra,Sales,1147,The Future of Blockchain,Oka Yulianto,Historis,Sejarah Lokal,2015,2024-04-04,2024-04-11
5021,Budi Putra,Sales,1092,The History of Revolution,Indah Setiawan,Historis,Biografi,2013,2025-06-08,2025-06-23
5022,Agus Sukma,Customer Service,1278,Exploring Technology,Nina Wibowo,Historis,Biografi,2021,2024-04-19,2024-05-14
5022,Agus Sukma,Customer Service,1002,The History of Invention,Citra Wijaya,Sains,Fisika,2004,2025-07-16,2025-08-07
5022,Agus Sukma,Customer Service,1252,Understanding Power,Rina Putra,Seni,Fotografi,2013,2024-12-17,2025-01-06
5022,Agus Sukma,Customer Service,1121,The Future of VR,Agus Ramadhan,Fiksi,Cerita Pendek,2006,2024-12-05,2024-12-14
5023,Umar Gunawan,HR,1280,The Science of Relativity,Budi Kurniawan,Historis,Sejarah Dunia,2023,2025-06-05,2025-07-02
5023,Umar Gunawan,HR,1142,The Future of AI,Fajar Putra,Fiksi,Cerita Pendek,2007,2025-04-02,2025-04-15
5024,Budi Lestari,IT,1178,Exploring Culture,Hadi Yulianto,Historis,Sejarah Dunia,2015,2023-10-17,2023-10-28
5025,Budi Prasetyo,Sales,1044,The Art of Writing,Indah Kusuma,Teknologi,Pemrograman,1994,2024-11-09,2024-11-21
5025,Budi Prasetyo,Sales,1025,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2011,2024-02-22,2024-03-21
5025,Budi Prasetyo,Sales,1055,Understanding Courage,Hadi Sukma,Teknologi,AI,2006,2024-06-27,2024-07-23
5026,Umar Prasetyo,IT,1296,The Science of Relativity,Tina Pratama,Historis,Biografi,1997,2024-07-12,2024-07-29
5026,Umar Prasetyo,IT,1184,Understanding Wisdom,Tina Saputra,Teknologi,Jaringan,2012,2024-09-21,2024-10-10
5026,Umar Prasetyo,IT,1018,Exploring Society,Indah Lestari,Historis,Sejarah Lokal,2018,2023-11-18,2023-12-08
5026,Umar Prasetyo,IT,1047,The Science of Quantum Mechanics,Sari Wijaya,Sains,Fisika,2019,2025-03-26,2025-04-04
5027,Joko Halim,IT,1140,Understanding Love,Eka Pratama,Historis,Sejarah Dunia,2001,2024-08-12,2024-09-04
5028,Nina Fauzi,Marketing,1029,The History of Revolution,Kiki Kurniawan,Teknologi,Keamanan Siber,2019,2025-04-17,2025-05-17
5028,Nina Fauzi,Marketing,1055,Understanding Courage,Hadi Sukma,Teknologi,AI,2006,2025-06-15,2025-07-08
5029,Citra Halim,Sales,1162,Mastering Chemistry,Rina Sukma,Historis,Biografi,1990,2025-06-09,2025-06-27
5029,Citra Halim,Sales,1132,The Future of Blockchain,Sari Halim,Historis,Sejarah Dunia,2001,2024-01-20,2024-02-15
5029,Citra Halim,Sales,1269,The Future of VR,Oka Kusuma,Fiksi,Drama,2000,2025-04-08,2025-04-30
5029,Citra Halim,Sales,1294,The Future of AI,Maya Sukma,Fiksi,Cerita Pendek,2022,2025-02-23,2025-03-25
5030,Putri Halim,IT,1119,Exploring Culture,Oka Gunawan,Fiksi,Puisi,2013,2023-10-04,2023-10-25
5030,Putri Halim,IT,1148,The History of War,Oka Sari,Sains,Kimia,2023,2025-06-11,2025-06-21
5030,Putri Halim,IT,1099,The Science of Quantum Mechanics,Kiki Pratama,Teknologi,Keamanan Siber,2018,2024-04-09,2024-05-05
5030,Putri Halim,IT,1000,Exploring Society,Rina Gunawan,Fiksi,Novel,1991,2024-11-07,2024-11-27
5030,Putri Halim,IT,1060,A Journey through the City,Putri Santoso,Seni,Teater,2010,2023-10-26,2023-11-12
5031,Lina Kurniawan,Marketing,1103,The Science of Evolution,Kiki Hidayat,Sains,Matematika,2019,2025-08-16,2025-09-01
5032,Indah Pratama,Sales,1259,The Future of Blockchain,Oka Ramadhan,Sains,Matematika,1990,2023-09-16,2023-09-26
5032,Indah Pratama,Sales,1281,The Science of Relativity,Indah Prasetyo,Fiksi,Drama,1997,2025-08-12,2025-08-29
5032,Indah Pratama,Sales,1165,The History of Revolution,Rina Gunawan,Fiksi,Puisi,2022,2024-08-24,2024-09-12
5033,Tina Gunawan,HR,1099,The Science of Quantum Mechanics,Kiki Pratama,Teknologi,Keamanan Siber,2018,2024-08-21,2024-09-18
5033,Tina Gunawan,HR,1169,The Mysterious Adventure,Agus Lestari,Sains,Kimia,2021,2025-01-12,2025-02-03
5034,Budi Kusuma,Customer Service,1235,Mastering Chemistry,Kiki Fauzi,Fiksi,Drama,1995,2024-08-18,2024-09-08
5034,Budi Kusuma,Customer Service,1274,The World of Ecology,Eka Wibowo,Seni,Fotografi,1990,2024-11-06,2024-12-06
5035,Budi Fauzi,Sales,1161,Understanding Power,Indah Pratama,Fiksi,Novel,2013,2025-04-23,2025-05-21
5035,Budi Fauzi,Sales,1284,The World of Engineering,Rina Kusuma,Sains,Matematika,2018,2024-08-14,2024-09-01
5035,Budi Fauzi,Sales,1274,The World of Ecology,Eka Wibowo,Seni,Fotografi,1990,2023-11-16,2023-11-27
5035,Budi Fauzi,Sales,1009,The Art of Cooking,Tina Kurniawan,Historis,Sejarah Lokal,2004,2024-06-23,2024-06-30
5035,Budi Fauzi,Sales,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2024-08-22,2024-09-10
5036,Sari Lestari,R&D,1059,Understanding Courage,Eka Hidayat,Historis,Biografi,2015,2025-09-01,2025-09-18
5036,Sari Lestari,R&D,1157,The Future of Blockchain,Kiki Wibowo,Historis,Biografi,2008,2025-09-05,2025-09-13
5037,Indah Putra,Finance,1121,The Future of VR,Agus Ramadhan,Fiksi,Cerita Pendek,2006,2024-04-18,2024-05-11
5037,Indah Putra,Finance,1190,The Great Art,Putri Prasetyo,Teknologi,Pemrograman,2004,2024-07-15,2024-07-27
5037,Indah Putra,Finance,1231,Mastering Physics,Joko Sukma,Fiksi,Puisi,2001,2024-01-02,2024-01-20
5037,Indah Putra,Finance,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2023-10-18,2023-10-31
5038,Citra Sukma,HR,1256,A Journey through the Universe,Citra Kusuma,Sains,Kimia,2020,2025-01-17,2025-02-16
5038,Citra Sukma,HR,1078,The Science of Quantum Mechanics,Indah Prasetyo,Fiksi,Cerita Pendek,1993,2025-02-27,2025-03-15
5038,Citra Sukma,HR,1097,The World of Engineering,Oka Lestari,Seni,Fotografi,2018,2024-08-10,2024-08-21
5038,Citra Sukma,HR,1174,The Science of Gravity,Agus Saputra,Seni,Musik,1990,2023-12-19,2024-01-11
5039,Eka Sari,HR,1198,The Innovative History,Sari Yulianto,Teknologi,AI,2016,2024-07-24,2024-08-01
5039,Eka Sari,HR,1267,Mastering Chemistry,Joko Nugroho,Seni,Fotografi,1993,2025-08-13,2025-09-08
5039,Eka Sari,HR,1059,Understanding Courage,Eka Hidayat,Historis,Biografi,2015,2023-12-08,2023-12-25
5039,Eka Sari,HR,1002,The History of Invention,Citra Wijaya,Sains,Fisika,2004,2024-12-31,2025-01-08
5040,Dewi Fauzi,Sales,1295,Mastering Mathematics,Maya Fauzi,Fiksi,Cerita Pendek,2017,2024-07-25,2024-08-21
5041,Gita Saputra,Marketing,1146,Exploring Society,Dewi Hidayat,Teknologi,Jaringan,2012,2025-03-08,2025-03-25
5041,Gita Saputra,Marketing,1141,The World of Ecology,Joko Putra,Sains,Matematika,2014,2024-12-04,2025-01-01
5042,Dewi Nugroho,IT,1140,Understanding Love,Eka Pratama,Historis,Sejarah Dunia,2001,2023-09-25,2023-10-21
5042,Dewi Nugroho,IT,1058,The Art of Painting,Joko Saputra,Historis,Sejarah Lokal,2016,2025-04-05,2025-04-28
5043,Dewi Sari,Operations,1163,A Journey through the Jungle,Joko Kusuma,Fiksi,Drama,2014,2024-05-17,2024-05-29
5043,Dewi Sari,Operations,1138,The Art of Writing,Citra Saputra,Historis,Sejarah Lokal,2015,2023-11-21,2023-12-07
5043,Dewi Sari,Operations,1072,The History of War,Putri Gunawan,Teknologi,Keamanan Siber,2018,2025-05-29,2025-06-15
5043,Dewi Sari,Operations,1145,Exploring Technology,Nina Halim,Teknologi,AI,1998,2025-03-16,2025-04-06
5043,Dewi Sari,Operations,1293,A Journey through the Universe,Lina Putra,Seni,Musik,2016,2023-10-31,2023-11-11
5044,Agus Halim,HR,1196,Mastering Chemistry,Oka Lestari,Seni,Seni Rupa,2000,2023-11-04,2023-11-13
5045,Nina Ramadhan,IT,1228,The History of Discovery,Lina Kusuma,Teknologi,AI,2001,2025-09-09,2025-10-07
5045,Nina Ramadhan,IT,1182,Exploring Culture,Sari Santoso,Fiksi,Cerita Pendek,2014,2025-03-09,2025-03-18
5045,Nina Ramadhan,IT,1159,Mastering Chemistry,Citra Sukma,Seni,Teater,2012,2024-12-29,2025-01-23
5045,Nina Ramadhan,IT,1170,Understanding Love,Putri Sukma,Teknologi,Keamanan Siber,2022,2024-01-22,2024-01-31
5045,Nina Ramadhan,IT,1101,A Journey through the City,Agus Pratama,Seni,Teater,1992,2025-08-25,2025-09-15
5046,Dewi Sukma,Sales,1240,Exploring Nature,Fajar Prasetyo,Seni,Seni Rupa,1993,2025-06-02,2025-06-17
5046,Dewi Sukma,Sales,1118,The History of Discovery,Lina Hidayat,Historis,Sejarah Dunia,1993,2024-09-16,2024-10-05
5046,Dewi Sukma,Sales,1114,Understanding Courage,Putri Setiawan,Seni,Teater,1998,2024-03-15,2024-04-13
5046,Dewi Sukma,Sales,1073,The Art of Painting,Umar Wijaya,Sains,Biologi,1990,2025-07-22,2025-08-08
5047,Kiki Sukma,Customer Service,1033,A Journey through the Universe,Oka Nugroho,Teknologi,Jaringan,2013,2025-01-08,2025-01-18
5048,Lina Halim,Customer Service,1144,The History of Invention,Joko Halim,Teknologi,AI,2005,2025-05-20,2025-06-14
5048,Lina Halim,Customer Service,1178,Exploring Culture,Hadi Yulianto,Historis,Sejarah Dunia,2015,2024-01-18,2024-02-10
5049,Dewi Ramadhan,Finance,1284,The World of Engineering,Rina Kusuma,Sains,Matematika,2018,2025-03-08,2025-03-29
5049,Dewi Ramadhan,Finance,1036,The World of Astronomy,Hadi Sukma,Historis,Sejarah Lokal,2014,2024-10-24,2024-11-18
5049,Dewi Ramadhan,Finance,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2024-11-06,2024-11-20
5050,Umar Hidayat,IT,1196,Mastering Chemistry,Oka Lestari,Seni,Seni Rupa,2000,2025-08-20,2025-09-14
5050,Umar Hidayat,IT,1033,A Journey through the Universe,Oka Nugroho,Teknologi,Jaringan,2013,2024-11-24,2024-12-14
5050,Umar Hidayat,IT,1174,The Science of Gravity,Agus Saputra,Seni,Musik,1990,2025-04-12,2025-04-29
5050,Umar Hidayat,IT,1106,A Journey through the City,Sari Wibowo,Teknologi,Pemrograman,1994,2025-03-20,2025-04-18
5051,Hadi Lestari,Finance,1249,A Journey through the Jungle,Eka Fauzi,Sains,Biologi,1992,2023-12-18,2024-01-08
5051,Hadi Lestari,Finance,1058,The Art of Painting,Joko Saputra,Historis,Sejarah Lokal,2016,2024-03-08,2024-03-24
5051,Hadi Lestari,Finance,1237,A Journey through the City,Kiki Santoso,Fiksi,Novel,2014,2024-10-29,2024-11-07
5051,Hadi Lestari,Finance,1166,Mastering Chemistry,Kiki Kusuma,Historis,Sejarah Lokal,2014,2025-05-14,2025-05-24
5051,Hadi Lestari,Finance,1284,The World of Engineering,Rina Kusuma,Sains,Matematika,2018,2025-08-11,2025-09-06
5052,Maya Saputra,Customer Service,1046,The Future of VR,Fajar Prasetyo,Sains,Biologi,2017,2024-04-19,2024-04-30
5053,Tina Santoso,IT,1231,Mastering Physics,Joko Sukma,Fiksi,Puisi,2001,2024-07-04,2024-07-23
5053,Tina Santoso,IT,1272,The Science of Gravity,Hadi Hidayat,Fiksi,Novel,2008,2025-06-01,2025-06-26
5054,Oka Sari,Marketing,1153,Understanding Power,Putri Wibowo,Teknologi,Pemrograman,1998,2024-11-28,2024-12-27
5054,Oka Sari,Marketing,1291,The Ancient History,Indah Kurniawan,Sains,Fisika,2022,2024-08-27,2024-09-05
5054,Oka Sari,Marketing,1155,The Future of AI,Tina Setiawan,Historis,Biografi,2007,2025-04-28,2025-05-05
5055,Umar Fauzi,R&D,1150,Understanding Power,Umar Sari,Historis,Sejarah Lokal,2018,2024-09-22,2024-10-16
5055,Umar Fauzi,R&D,1031,The Modern Science,Eka Sukma,Sains,Matematika,2001,2023-11-03,2023-11-10
5056,Sari Yulianto,Finance,1015,The Art of Painting,Indah Ramadhan,Fiksi,Novel,1998,2025-08-29,2025-09-23
5056,Sari Yulianto,Finance,1120,The World of Engineering,Kiki Fauzi,Sains,Matematika,2018,2024-10-17,2024-11-13
5056,Sari Yulianto,Finance,1221,The World of Ecology,Sari Gunawan,Teknologi,Pemrograman,1993,2024-07-31,2024-08-29
5057,Maya Ramadhan,R&D,1279,The Ancient Adventure,Maya Santoso,Teknologi,AI,1997,2024-01-30,2024-02-12
5057,Maya Ramadhan,R&D,1108,The Great Mystery,Umar Wibowo,Seni,Seni Rupa,2011,2025-03-31,2025-04-19
5057,Maya Ramadhan,R&D,1088,A Journey through the Universe,Hadi Putra,Seni,Seni Rupa,2019,2024-09-12,2024-10-02
5057,Maya Ramadhan,R&D,1243,The History of War,Sari Sari,Teknologi,Jaringan,2006,2024-02-14,2024-03-01
5058,Eka Kusuma,HR,1008,The Art of Cooking,Rina Gunawan,Teknologi,Keamanan Siber,2017,2024-02-04,2024-03-05
5059,Putri Putra,IT,1070,Understanding Wisdom,Agus Lestari,Fiksi,Cerita Pendek,2007,2025-06-28,2025-07-18
5060,Oka Gunawan,R&D,1092,The History of Revolution,Indah Setiawan,Historis,Biografi,2013,2024-12-13,2025-01-01
5060,Oka Gunawan,R&D,1232,Understanding Love,Kiki Sukma,Fiksi,Cerita Pendek,1999,2024-09-07,2024-09-21
5060,Oka Gunawan,R&D,1260,Mastering Biology,Hadi Saputra,Teknologi,Jaringan,2019,2024-03-18,2024-04-07
5060,Oka Gunawan,R&D,1217,The Future of IoT,Budi Setiawan,Fiksi,Novel,2001,2025-05-21,2025-05-28
5060,Oka Gunawan,R&D,1282,The Great History,Budi Wijaya,Sains,Kimia,2012,2025-04-23,2025-05-15
5061,Hadi Fauzi,Sales,1279,The Ancient Adventure,Maya Santoso,Teknologi,AI,1997,2023-10-18,2023-11-12
5061,Hadi Fauzi,Sales,1295,Mastering Mathematics,Maya Fauzi,Fiksi,Cerita Pendek,2017,2025-01-16,2025-02-14
5061,Hadi Fauzi,Sales,1187,Mastering Chemistry,Sari Gunawan,Fiksi,Drama,2012,2024-09-21,2024-10-01
5061,Hadi Fauzi,Sales,1017,The Future of VR,Umar Sari,Sains,Biologi,2011,2025-04-26,2025-05-18
5062,Citra Kusuma,Sales,1264,The Science of Quantum Mechanics,Maya Lestari,Sains,Biologi,2019,2024-05-18,2024-06-09
5062,Citra Kusuma,Sales,1040,A Journey through the Universe,Sari Wibowo,Seni,Teater,1998,2025-06-16,2025-07-16
5062,Citra Kusuma,Sales,1267,Mastering Chemistry,Joko Nugroho,Seni,Fotografi,1993,2025-07-20,2025-08-17
5062,Citra Kusuma,Sales,1045,Exploring Society,Citra Gunawan,Fiksi,Cerita Pendek,1992,2023-11-28,2023-12-26
5063,Sari Prasetyo,Sales,1027,The Great Art,Rina Kurniawan,Historis,Biografi,2010,2024-12-17,2025-01-09
5063,Sari Prasetyo,Sales,1175,A Journey through the Universe,Rina Putra,Sains,Biologi,2013,2025-01-02,2025-01-27
5063,Sari Prasetyo,Sales,1273,Understanding Love,Sari Lestari,Sains,Kimia,2019,2024-08-14,2024-09-03
5063,Sari Prasetyo,Sales,1005,The Science of Quantum Mechanics,Eka Fauzi,Historis,Sejarah Lokal,2021,2024-09-05,2024-09-21
5063,Sari Prasetyo,Sales,1240,Exploring Nature,Fajar Prasetyo,Seni,Seni Rupa,1993,2024-07-02,2024-07-14
5064,Budi Gunawan,Sales,1133,The World of Medicine,Rina Sukma,Seni,Seni Rupa,2013,2025-04-18,2025-04-26
5064,Budi Gunawan,Sales,1031,The Modern Science,Eka Sukma,Sains,Matematika,2001,2025-07-13,2025-07-29
5064,Budi Gunawan,Sales,1242,The Science of Gravity,Hadi Putra,Historis,Sejarah Dunia,2007,2025-06-10,2025-06-17
5064,Budi Gunawan,Sales,1296,The Science of Relativity,Tina Pratama,Historis,Biografi,1997,2024-06-29,2024-07-21
5064,Budi Gunawan,Sales,1086,Exploring Nature,Maya Fauzi,Fiksi,Cerita Pendek,2013,2023-12-03,2023-12-14
5065,Rina Pratama,Sales,1067,The Future of AI,Sari Sari,Fiksi,Drama,2017,2024-05-30,2024-06-06
5065,Rina Pratama,Sales,1143,The Science of Evolution,Maya Saputra,Sains,Biologi,2014,2024-01-02,2024-01-28
5065,Rina Pratama,Sales,1140,Understanding Love,Eka Pratama,Historis,Sejarah Dunia,2001,2024-03-06,2024-03-31
5066,Eka Sukma,Operations,1133,The World of Medicine,Rina Sukma,Seni,Seni Rupa,2013,2025-01-18,2025-01-30
5066,Eka Sukma,Operations,1120,The World of Engineering,Kiki Fauzi,Sains,Matematika,2018,2025-03-03,2025-03-11
5067,Kiki Pratama,IT,1078,The Science of Quantum Mechanics,Indah Prasetyo,Fiksi,Cerita Pendek,1993,2025-07-17,2025-08-07
5067,Kiki Pratama,IT,1253,The Art of Cooking,Umar Kurniawan,Fiksi,Puisi,2016,2025-06-23,2025-07-05
5067,Kiki Pratama,IT,1211,The Future of AI,Kiki Fauzi,Fiksi,Cerita Pendek,2002,2024-04-12,2024-05-07
5067,Kiki Pratama,IT,1196,Mastering Chemistry,Oka Lestari,Seni,Seni Rupa,2000,2024-08-28,2024-09-05
5067,Kiki Pratama,IT,1121,The Future of VR,Agus Ramadhan,Fiksi,Cerita Pendek,2006,2025-06-28,2025-07-13
5068,Dewi Wijaya,IT,1204,The Art of Painting,Umar Wibowo,Historis,Sejarah Lokal,2007,2024-05-06,2024-05-25
5068,Dewi Wijaya,IT,1243,The History of War,Sari Sari,Teknologi,Jaringan,2006,2025-08-09,2025-09-07
5068,Dewi Wijaya,IT,1154,The Science of Quantum Mechanics,Nina Sukma,Historis,Sejarah Dunia,2021,2024-10-13,2024-11-04
5068,Dewi Wijaya,IT,1272,The Science of Gravity,Hadi Hidayat,Fiksi,Novel,2008,2024-06-04,2024-06-15
5069,Rina Putra,HR,1229,A Journey through the Jungle,Budi Wijaya,Seni,Teater,2002,2025-03-05,2025-04-02
5069,Rina Putra,HR,1195,The Ancient Art,Sari Putra,Historis,Sejarah Dunia,2004,2023-10-22,2023-11-01
5069,Rina Putra,HR,1161,Understanding Power,Indah Pratama,Fiksi,Novel,2013,2025-03-07,2025-04-03
5070,Lina Putra,Sales,1138,The Art of Writing,Citra Saputra,Historis,Sejarah Lokal,2015,2024-05-28,2024-06-24
5070,Lina Putra,Sales,1136,Mastering Chemistry,Rina Wijaya,Fiksi,Puisi,2004,2025-04-30,2025-05-19
5070,Lina Putra,Sales,1050,Exploring Nature,Citra Nugroho,Historis,Sejarah Dunia,2016,2024-12-25,2025-01-22
5071,Hadi Prasetyo,Marketing,1172,Understanding Courage,Dewi Fauzi,Teknologi,AI,1993,2025-07-29,2025-08-05
5071,Hadi Prasetyo,Marketing,1092,The History of Revolution,Indah Setiawan,Historis,Biografi,2013,2023-11-18,2023-11-25
5071,Hadi Prasetyo,Marketing,1160,The Art of Programming,Budi Setiawan,Fiksi,Puisi,2019,2024-11-04,2024-11-14
5071,Hadi Prasetyo,Marketing,1280,The Science of Relativity,Budi Kurniawan,Historis,Sejarah Dunia,2023,2025-02-28,2025-03-10
5071,Hadi Prasetyo,Marketing,1005,The Science of Quantum Mechanics,Eka Fauzi,Historis,Sejarah Lokal,2021,2025-08-11,2025-09-01
5072,Lina Hidayat,Sales,1098,The History of Discovery,Hadi Halim,Fiksi,Drama,1991,2025-06-05,2025-06-14
5072,Lina Hidayat,Sales,1017,The Future of VR,Umar Sari,Sains,Biologi,2011,2023-11-07,2023-12-03
5072,Lina Hidayat,Sales,1012,The Art of Writing,Budi Kurniawan,Historis,Biografi,1990,2025-07-13,2025-07-26
5073,Umar Setiawan,Finance,1066,The Science of Quantum Mechanics,Putri Sukma,Teknologi,Pemrograman,1994,2024-09-28,2024-10-26
5074,Tina Lestari,Finance,1129,Mastering Physics,Gita Sari,Fiksi,Drama,1997,2024-12-31,2025-01-28
5074,Tina Lestari,Finance,1150,Understanding Power,Umar Sari,Historis,Sejarah Lokal,2018,2023-11-26,2023-12-23
